Season,season_id,Team,team_id,Player,player_id,AB,GDP,DP_Rate,stats_url
ALPB- 2016,30100,Somerset Patriots,3604,"Guzman, C",250699,409,13,0.0318,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=30100
ALPB- 2014,28163,Long Island Ducks,3609,"Harris, B",629240,409,13,0.0318,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=28163
ALPB- 2024,33927,Long Island Ducks,3609,"McBroom, R",1748018,314,10,0.0318,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=33927
ALPB- 2012,12585,York Revolution,3614,"Rodriguez, L",45505,220,7,0.0318,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=12585
ALPB- 2017,30757,Sugar Land Skeeters,34136,"x Cordero, A",984703,345,11,0.0319,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=30757
ALPB- 2012,12585,Lancaster Barnstormers,3613,"Godwin, A",290237,532,17,0.032,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=12585
ALPB- 2016,30100,Long Island Ducks,3609,"Blanke, M",1569799,375,12,0.032,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=30100
ALPB- 2013,21966,Lancaster Barnstormers,3613,"Molina, G",453050,281,9,0.032,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=21966
ALPB- 2013,21966,Camden Riversharks,3610,"Pascucci, V",485485,250,8,0.032,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=21966
ALPB- 2023,34162,York Revolution,3614,"Pantoja, A",1726156,219,7,0.032,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34162
ALPB- 2017,30757,Long Island Ducks,3609,"Reyes, E",885062,467,15,0.0321,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=30757
ALPB- 2017,30757,York Revolution,3614,"Burgess, M",1003699,436,14,0.0321,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=30757
ALPB- 2016,30100,Sugar Land Skeeters,34136,"Scott, T",442667,405,13,0.0321,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=30100
ALPB- 2023,34162,Lancaster Barnstormers,3613,"Loehr, T",1747595,280,9,0.0321,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162
ALPB- 2025,34102,High Point Rockers,163529,"Mendoza, D",1746605,373,12,0.0322,https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34102
ALPB- 2013,21966,Bridgeport Bluefish,3611,"x Mayora, D",437308,434,14,0.0323,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=21966
ALPB- 2012,12585,Sugar Land Skeeters,34136,"Pressley, J",290835,433,14,0.0323,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=12585
ALPB- 2017,30757,New Britain Bees,107693,"Griffin, J",1278868,403,13,0.0323,https://baseball.pointstreak.com/team_stats.html?teamid=107693&seasonid=30757
ALPB- 2019,34130,High Point Rockers,163529,"Latimore, F",1750161,402,13,0.0323,https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34130
ALPB - 2011,540,Southern Maryland Blue Crabs,3608,"Pinckney, B",284998,372,12,0.0323,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=540
ALPB- 2015,29210,Somerset Patriots,3604,"Donachie, A",289080,279,9,0.0323,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=29210
ALPB- 2018,31284,Somerset Patriots,3604,"Rodriguez, A",1082832,432,14,0.0324,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=31284
ALPB - 2010,249,Newark Bears,3612,"Everett, C",62140,340,11,0.0324,https://baseball.pointstreak.com/team_stats.html?teamid=3612&seasonid=249
ALPB- 2021,34146,Gastonia Honey Hunters,163528,"Rogers, J",1264796,339,11,0.0324,https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146
ALPB - 2011,540,Somerset Patriots,3604,"Cortez, F",128983,431,14,0.0325,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=540
ALPB- 2025,34102,High Point Rockers,163529,"Burt, D",1762260,277,9,0.0325,https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34102
ALPB- 2016,30100,Southern Maryland Blue Crabs,3608,"Flores, A",949273,246,8,0.0325,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=30100
ALPB- 2016,30100,Southern Maryland Blue Crabs,3608,"Nelson, B",960108,491,16,0.0326,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=30100
ALPB- 2017,30757,Southern Maryland Blue Crabs,3608,"Snyder, M",953407,460,15,0.0326,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=30757
ALPB- 2024,33927,Gastonia Baseball Club,163528,"Stowers, J",1696445,399,13,0.0326,https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=33927
ALPB- 2014,28163,Camden Riversharks,3610,"Matera, P",289437,399,13,0.0326,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=28163
ALPB- 2024,33927,High Point Rockers,163529,"Edwards, E",1696991,368,12,0.0326,https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=33927
ALPB- 2024,33927,Southern Maryland Blue Crabs,3608,"Williams, M",1710495,276,9,0.0326,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=33927
ALPB- 2016,30100,Somerset Patriots,3604,"Gonzalez, Y",960128,276,9,0.0326,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=30100
ALPB- 2015,29210,Sugar Land Skeeters,34136,"Osuna, R",585899,215,7,0.0326,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=29210
ALPB - 2011,540,Somerset Patriots,3604,"Huber, J",128984,336,11,0.0327,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=540
ALPB- 2012,12585,Long Island Ducks,3609,"Johnson, J",289116,275,9,0.0327,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=12585
ALPB- 2017,30757,Somerset Patriots,3604,"Bortnick, T",1231242,245,8,0.0327,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=30757
ALPB- 2024,33927,Charleston Dirty Birds,163527,"Estrada, R",1696212,366,12,0.0328,https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=33927
ALPB- 2012,12585,Camden Riversharks,3610,"x Feliz, P",321326,305,10,0.0328,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=12585
ALPB- 2024,33927,Gastonia Baseball Club,163528,"Wylie, J",1697020,426,14,0.0329,https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=33927
ALPB- 2013,21966,Southern Maryland Blue Crabs,3608,"Salas, J",440621,395,13,0.0329,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=21966
ALPB- 2017,30757,Southern Maryland Blue Crabs,3608,"Palmeiro, P",1100762,365,12,0.0329,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=30757
ALPB- 2015,29210,Somerset Patriots,3604,"Neal, T",773332,334,11,0.0329,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=29210
ALPB- 2016,30100,Bridgeport Bluefish,3611,"Nina, A",1131026,213,7,0.0329,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=30100
ALPB- 2015,29210,Long Island Ducks,3609,"Lentini, F",582166,213,7,0.0329,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=29210
ALPB - 2010,249,Bridgeport Bluefish,3611,"Redman, T",45557,213,7,0.0329,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=249
ALPB- 2022,34154,Lexington Legends,163530,"Tejeda, I",951080,394,13,0.033,https://baseball.pointstreak.com/team_stats.html?teamid=163530&seasonid=34154
ALPB- 2014,28163,Southern Maryland Blue Crabs,3608,"x Zazueta, A",718915,394,13,0.033,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=28163
ALPB- 2021,34146,York Revolution,3614,"Mesa, M",1750339,333,11,0.033,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,"Lee, K",1750988,303,10,0.033,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162
ALPB- 2013,21966,Somerset Patriots,3604,"Baisley, J",436369,303,10,0.033,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=21966
ALPB- 2014,28163,Long Island Ducks,3609,"Ford, L",127677,544,18,0.0331,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=28163
ALPB- 2018,31284,Road Warriors,133094,"Gomez, E",1103203,362,12,0.0331,https://baseball.pointstreak.com/team_stats.html?teamid=133094&seasonid=31284
ALPB- 2017,30757,Long Island Ducks,3609,"Alfonzo, G",1110633,362,12,0.0331,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=30757
ALPB- 2013,21966,Southern Maryland Blue Crabs,3608,"Sutil, W",440809,362,12,0.0331,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=21966
ALPB- 2014,28163,Sugar Land Skeeters,34136,"Godwin, A",442671,332,11,0.0331,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=28163
ALPB- 2021,34146,York Revolution,3614,"Herrera, J",1750418,242,8,0.0331,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146
ALPB- 2016,30100,Long Island Ducks,3609,"Dowd, M",963286,331,11,0.0332,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=30100
ALPB- 2017,30757,Southern Maryland Blue Crabs,3608,"Wilson, Z",1297419,301,10,0.0332,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=30757
ALPB- 2013,21966,Camden Riversharks,3610,"Cesar, D",477057,301,10,0.0332,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=21966
ALPB- 2024,33927,Hagerstown Flying Boxcars,163525,"Moorer, D",1697197,211,7,0.0332,https://baseball.pointstreak.com/team_stats.html?teamid=163525&seasonid=33927
ALPB- 2018,31284,New Britain Bees,107693,"Rogers, J",1264796,390,13,0.0333,https://baseball.pointstreak.com/team_stats.html?teamid=107693&seasonid=31284
ALPB- 2019,34130,Somerset Patriots,3604,"Navarro, R",1750230,300,10,0.0333,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=34130
ALPB- 2018,31284,Road Warriors,133094,"x Silverio, A",1246934,270,9,0.0333,https://baseball.pointstreak.com/team_stats.html?teamid=133094&seasonid=31284
ALPB- 2019,34130,Somerset Patriots,3604,"Gonzalez, Y",960128,240,8,0.0333,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=34130
ALPB- 2019,34130,Lancaster Barnstormers,3613,"Hood, D",1750296,210,7,0.0333,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34130
ALPB- 2013,21966,Southern Maryland Blue Crabs,3608,"Colina, A",440522,329,11,0.0334,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=21966
ALPB- 2014,28163,Southern Maryland Blue Crabs,3608,"Ziegler, C",908628,478,16,0.0335,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=28163
ALPB- 2023,34162,Lexington Counter Clocks,163530,"Brown, L",1751206,388,13,0.0335,https://baseball.pointstreak.com/team_stats.html?teamid=163530&seasonid=34162
ALPB - 2010,249,Camden Riversharks,3610,"x Haines, K",45793,358,12,0.0335,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=249
ALPB- 2018,31284,Somerset Patriots,3604,"Massey, C",800008,328,11,0.0335,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=31284
ALPB- 2015,29210,Bridgeport Bluefish,3611,"x Alonso, J",792248,387,13,0.0336,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=29210
ALPB- 2017,30757,Somerset Patriots,3604,"Rosario, O",1083777,298,10,0.0336,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=30757
ALPB- 2024,33927,Staten Island Ferry Hawks,163526,"Dunand, J",1697234,238,8,0.0336,https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=33927
ALPB- 2017,30757,Southern Maryland Blue Crabs,3608,"Garcia, E",1088827,534,18,0.0337,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=30757
ALPB- 2022,34154,Kentucky Wild Health Genomes,165440,"Sierra, M",1750810,267,9,0.0337,https://baseball.pointstreak.com/team_stats.html?teamid=165440&seasonid=34154
ALPB- 2022,34154,High Point Rockers,163529,"Gulino, M",1750531,208,7,0.0337,https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34154
ALPB- 2012,12585,Camden Riversharks,3610,"x Matera, P",289437,208,7,0.0337,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=12585
ALPB- 2018,31284,New Britain Bees,107693,"Romero, D",1234788,444,15,0.0338,https://baseball.pointstreak.com/team_stats.html?teamid=107693&seasonid=31284
ALPB - 2010,249,Lancaster Barnstormers,3613,"Gutierrez, V",45646,266,9,0.0338,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=249
ALPB- 2019,34130,Long Island Ducks,3609,"Cabrera, R",1750129,237,8,0.0338,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34130
ALPB- 2013,21966,Bridgeport Bluefish,3611,"Gomez, A",415657,472,16,0.0339,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=21966
ALPB- 2023,34162,Long Island Ducks,3609,"DeCarlo, J",1750669,383,13,0.0339,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162
ALPB - 2010,249,Bridgeport Bluefish,3611,"Jiannetti, J",45550,383,13,0.0339,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=249
ALPB - 2010,249,York Revolution,3614,"Shanks, J",375161,530,18,0.034,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=249
ALPB- 2017,30757,Long Island Ducks,3609,"Burg, A",1110277,382,13,0.034,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=30757
ALPB- 2015,29210,Camden Riversharks,3610,"Matera, P",289437,382,13,0.034,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=29210
ALPB- 2017,30757,Southern Maryland Blue Crabs,3608,"Alen, L",1222634,265,9,0.034,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=30757
ALPB - 2011,540,Bridgeport Bluefish,3611,"Peterson, B",150503,235,8,0.034,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=540
ALPB- 2012,12585,Sugar Land Skeeters,34136,"Bates, A",343909,206,7,0.034,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=12585
ALPB - 2010,249,Long Island Ducks,3609,"Esquivel, M",45571,469,16,0.0341,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=249
ALPB- 2019,34130,Long Island Ducks,3609,"Sánchez, H",1749710,352,12,0.0341,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34130
ALPB- 2023,34162,Charleston Dirty Birds,163527,"O'Conner, J",1750626,293,10,0.0341,https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34162
ALPB- 2013,21966,Somerset Patriots,3604,"Donachie, A",289080,264,9,0.0341,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=21966
ALPB - 2010,249,Long Island Ducks,3609,"x Mohr, D",45574,263,9,0.0342,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=249
ALPB- 2017,30757,Southern Maryland Blue Crabs,3608,"Hoes, L",1150477,234,8,0.0342,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=30757
ALPB- 2015,29210,Bridgeport Bluefish,3611,"Rodriguez, A",755528,437,15,0.0343,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=29210
ALPB- 2017,30757,New Britain Bees,107693,"x Hinshaw, J",1338422,204,7,0.0343,https://baseball.pointstreak.com/team_stats.html?teamid=107693&seasonid=30757
ALPB - 2010,249,Southern Maryland Blue Crabs,3608,"Craig, M",46736,378,13,0.0344,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=249
ALPB- 2023,34162,High Point Rockers,163529,"Parreira, B",1751106,320,11,0.0344,https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34162
ALPB- 2021,34146,York Revolution,3614,"Castro, C",1750416,261,9,0.0345,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146
ALPB- 2017,30757,Somerset Patriots,3604,"Rodriguez, A",1082832,405,14,0.0346,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=30757
ALPB- 2014,28163,York Revolution,3614,"Paniagua, S",128770,289,10,0.0346,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=28163
ALPB - 2011,540,York Revolution,3614,"Castro, R",49822,288,10,0.0347,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540
ALPB- 2022,34154,Long Island Ducks,3609,"Castro, C",1750416,202,7,0.0347,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34154
ALPB- 2014,28163,Somerset Patriots,3604,"Smith, C",367788,488,17,0.0348,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=28163
ALPB- 2019,34130,Lancaster Barnstormers,3613,"Bell, J",1749705,287,10,0.0348,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34130
ALPB- 2013,21966,Lancaster Barnstormers,3613,"Rosario, O",440363,515,18,0.035,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=21966
ALPB- 2015,29210,Southern Maryland Blue Crabs,3608,"Wilson, Z",1297419,484,17,0.0351,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=29210
ALPB- 2018,31284,Long Island Ducks,3609,"Valdespin, J",1239366,456,16,0.0351,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=31284
ALPB- 2012,12585,York Revolution,3614,"Scott, T",442667,285,10,0.0351,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=12585
ALPB- 2019,34130,Sugar Land Skeeters,34136,"Silverio, J",1490312,483,17,0.0352,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=34130
ALPB- 2012,12585,Lancaster Barnstormers,3613,"Lentini, F",582166,539,19,0.0353,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=12585
ALPB- 2019,34130,Southern Maryland Blue Crabs,3608,"Garcia, E",1088827,479,17,0.0355,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34130
ALPB - 2010,249,Somerset Patriots,3604,"Hall, N",46191,423,15,0.0355,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=249
ALPB- 2015,29210,Southern Maryland Blue Crabs,3608,"Molina, G",598342,281,10,0.0356,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=29210
ALPB- 2013,21966,York Revolution,3614,"Teahen, M",481021,281,10,0.0356,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=21966
ALPB- 2012,12585,Camden Riversharks,3610,"Turner, L",128488,392,14,0.0357,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=12585
ALPB - 2011,540,York Revolution,3614,"Shanks, J",375161,392,14,0.0357,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540
ALPB- 2025,34102,Lancaster Stormers,3613,"Carpenter, J",1745482,336,12,0.0357,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34102
ALPB- 2023,34162,Gastonia Honey Hunters,163528,"Terry, C",1744116,224,8,0.0357,https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34162
ALPB- 2015,29210,Bridgeport Bluefish,3611,"Dotel, W",1260729,530,19,0.0358,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=29210
ALPB- 2018,31284,Road Warriors,133094,"Rodriguez, M",1354986,391,14,0.0358,https://baseball.pointstreak.com/team_stats.html?teamid=133094&seasonid=31284
ALPB- 2019,34130,Somerset Patriots,3604,"Ohlman, M",1750038,362,13,0.0359,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=34130
ALPB- 2016,30100,Long Island Ducks,3609,"Ford, L",127677,223,8,0.0359,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=30100
ALPB- 2017,30757,Long Island Ducks,3609,"x Lentini, F",582166,278,10,0.036,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=30757
ALPB- 2017,30757,Bridgeport Bluefish,3611,"Cuevas, J",430516,498,18,0.0361,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=30757
ALPB- 2012,12585,Southern Maryland Blue Crabs,3608,"Gutierrez, J",367673,277,10,0.0361,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=12585
ALPB - 2010,249,Newark Bears,3612,"Barton, B",65746,277,10,0.0361,https://baseball.pointstreak.com/team_stats.html?teamid=3612&seasonid=249
ALPB- 2019,34130,Somerset Patriots,3604,"Paredes, J",1716478,249,9,0.0361,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=34130
ALPB- 2016,30100,Lancaster Barnstormers,3613,"x Cutler, C",857457,249,9,0.0361,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=30100
ALPB- 2016,30100,New Britain Bees,107693,"Carrillo, S",964708,276,10,0.0362,https://baseball.pointstreak.com/team_stats.html?teamid=107693&seasonid=30100
ALPB- 2024,33927,Charleston Dirty Birds,163527,"Barnum, K",1696568,468,17,0.0363,https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=33927
ALPB- 2012,12585,Southern Maryland Blue Crabs,3608,"Padgett, M",289527,439,16,0.0364,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=12585
ALPB- 2022,34154,Gastonia Honey Hunters,163528,"Castro, L",1750921,330,12,0.0364,https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34154
ALPB- 2018,31284,Southern Maryland Blue Crabs,3608,"x Martinez, T",1226786,330,12,0.0364,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=31284
ALPB- 2022,34154,Lexington Legends,163530,"Marshall, J",1750774,438,16,0.0365,https://baseball.pointstreak.com/team_stats.html?teamid=163530&seasonid=34154
ALPB- 2024,33927,Charleston Dirty Birds,163527,"Pugh, T",1696569,383,14,0.0366,https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=33927
ALPB- 2015,29210,Lancaster Barnstormers,3613,"Zawadzki, L",613846,436,16,0.0367,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=29210
ALPB- 2024,33927,Long Island Ducks,3609,"Castillo, I",1768379,300,11,0.0367,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=33927
ALPB- 2018,31284,Somerset Patriots,3604,"Gonzalez, Y",960128,218,8,0.0367,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=31284
ALPB- 2013,21966,Lancaster Barnstormers,3613,"Howard, K",440362,299,11,0.0368,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=21966
ALPB- 2012,12585,Sugar Land Skeeters,34136,"Bell, B",290839,461,17,0.0369,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=12585
ALPB- 2023,34162,York Revolution,3614,"Stokes, T",1750727,379,14,0.0369,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34162
ALPB- 2018,31284,New Britain Bees,107693,"Galvez, J",827601,405,15,0.037,https://baseball.pointstreak.com/team_stats.html?teamid=107693&seasonid=31284
ALPB - 2010,249,Somerset Patriots,3604,"Suarez, I",46187,297,11,0.037,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=249
ALPB- 2018,31284,Southern Maryland Blue Crabs,3608,"Garcia, E",1088827,458,17,0.0371,https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=31284
ALPB- 2013,21966,Bridgeport Bluefish,3611,"Rodriguez, L",45549,323,12,0.0372,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=21966
ALPB- 2014,28163,Camden Riversharks,3610,"x Gomez, Y",442791,293,11,0.0375,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=28163
ALPB- 2018,31284,Sugar Land Skeeters,34136,"Cordero, A",984703,452,17,0.0376,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284
ALPB- 2023,34162,York Revolution,3614,"Rivero, A",1751074,372,14,0.0376,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34162
ALPB- 2014,28163,Sugar Land Skeeters,34136,"Young, D",451249,530,20,0.0377,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=28163
ALPB- 2016,30100,York Revolution,3614,"Guzman, J",1148243,503,19,0.0378,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=30100
ALPB- 2022,34154,Long Island Ducks,3609,"DeCarlo, J",1750669,397,15,0.0378,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34154
ALPB- 2022,34154,High Point Rockers,163529,"Alfonzo, G",1110633,344,13,0.0378,https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34154
ALPB- 2019,34130,York Revolution,3614,"Tejeda, I",951080,500,19,0.038,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34130
ALPB - 2010,249,Long Island Ducks,3609,"Monaghan, B",47462,237,9,0.038,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=249
ALPB- 2016,30100,Sugar Land Skeeters,34136,"Rodriguez, W",963282,236,9,0.0381,https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=30100
ALPB - 2010,249,Lancaster Barnstormers,3613,"x Morris, J",45644,210,8,0.0381,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=249
ALPB- 2017,30757,Somerset Patriots,3604,"Kelly, S",609388,340,13,0.0382,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=30757
ALPB- 2016,30100,Lancaster Barnstormers,3613,"Jacobs, M",956827,288,11,0.0382,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=30100
ALPB - 2011,540,Lancaster Barnstormers,3613,"x Herr, A",45648,366,14,0.0383,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=540
ALPB - 2010,249,Somerset Patriots,3604,"Ayala, E",46188,366,14,0.0383,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=249
ALPB - 2010,249,Somerset Patriots,3604,"Pressley, J",46185,339,13,0.0383,https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=249
ALPB- 2021,34146,Lancaster Barnstormers,3613,"Gailen, B",290236,287,11,0.0383,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34146
ALPB - 2010,249,Camden Riversharks,3610,"Olivares, T",64384,287,11,0.0383,https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=249
ALPB- 2016,30100,Lancaster Barnstormers,3613,"Ahrens, K",941124,469,18,0.0384,https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=30100
ALPB- 2017,30757,Bridgeport Bluefish,3611,"Galvez, J",827601,441,17,0.0385,https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=30757
ALPB- 2013,21966,Long Island Ducks,3609,"Navarrete, R",127672,364,14,0.0385,https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=21966
